Age,Ranking,Name,Nationality,Image,ClubShortName,ClubImage,Unnamed: 8,ClubName,ClubNation,ClubNation(S),Position2,FamilyName2,MinutesPlayed,YellowCard,RedCard,Goals,Assists,Clean,TournamentPlayed,GameStarted,SubstituteAppearance,MinutesPlayed2,Pen,PenSaves,TouchesP90,OffsideP90,RecovP90,LastManTackles,CrossesP90,SavesP90,GoalConP90,FouledP90,FoulsP90,InterceptP90,ClearP90,ShotsP90,TargetsP90,LongBallsP90,FinalThirdP90,PossLostP90,BlockedP90,ErrGoal,ErrChance,PassP90,PassComp%,DribblesP90,MOM,AvgRating,Decisive,First,Nationality(S),ProfileWeb,ClubProfileWeb,NationProfile,Conceded,FamilyName,Position,posNr,Position(S),GoalP90,NonPenGoalP90,ShotAcc%,ConvRate%,AssP90,G+A,ContP90,NonPenContP90,ContSpread,BChances,TacklesWon%,AerialsWon%,DuelsWon%,H,A,fifa_name
26,87.0,Andrew Robertson,Scotland,https://www.sportsbase.io/images/people/3854.png,Liverpool,https://www.sportsbase.io/images/clubs/462.png,38.89,Liverpool FC,England,GB,D (L),Robertson,3113,2,0,2,12,14,36,34,2,3114.0,0.0,0.0,96.65,0.05,6.04,,5.9,0.0,0.9,0.38,0.52,1.1,1.62,0.64,0.17,5.46,25.03,19.68,0.2,0,1,71.22,83.73,0.67,2.0,7.2,0.0,1.0,S1,https://www.footballcritic.com/andrew-robertson/profile/3854,https://www.footballcritic.com/liverpool-fc/squad/462,https://www.footballcritic.com/scotland/area-info/165,31,Robertson,Full back,3,D&nbsp;(L),0.05,0.05,27.27,9.09,0.35,14.0,0.41,0.41,40.0,14,56.0,47.0,51.0,1.0,1.0,A. Robertson
27,73.0,Alex Oxlade-Chamberlain,England,https://www.sportsbase.io/images/people/3927.png,Liverpool,https://www.sportsbase.io/images/clubs/462.png,27.27,Liverpool FC,England,GB,"M (C),<BR />W (L)",Oxlade-Chamberlain,1489,1,0,4,1,12,30,17,13,1491.0,0.0,0.0,62.53,0.12,4.77,,2.72,0.0,0.72,0.85,1.03,1.33,0.49,2.41,0.6,4.04,18.89,15.34,1.03,0,0,42.32,82.88,1.63,0.0,6.4,2.0,2.0,GB,https://www.footballcritic.com/alex-oxlade-chamberlain/profile/3927,https://www.footballcritic.com/liverpool-fc/squad/462,https://www.footballcritic.com/england/area-info/68,12,Oxlade-Chamberlain,Midfielder,5,"M&nbsp;(C),&nbsp;W&nbsp;(L)",0.24,0.24,25.0,10.0,0.06,5.0,0.31,0.31,27.78,0,52.0,32.0,41.0,2.0,2.0,A. Oxlade-Chamberlain
27,79.0,Wilfried Zaha,Côte d’Ivoire,https://www.sportsbase.io/images/people/3945.png,Crystal Palace,https://www.sportsbase.io/images/clubs/508.png,16.67,Crystal Palace FC,England,GB,"M (L),<BR />F (C)",Zaha,3280,5,0,4,3,10,38,37,1,3280.0,0.0,0.0,58.81,0.44,4.91,,1.84,0.0,1.26,3.27,1.31,0.44,0.05,1.67,0.47,1.18,14.52,18.55,0.6,0,0,29.88,81.18,4.31,2.0,6.7,2.0,1.0,CI,https://www.footballcritic.com/wilfried-zaha/profile/3945,https://www.footballcritic.com/crystal-palace-fc/squad/508,https://www.footballcritic.com/cote-dcivoire/area-info/60,46,Zaha,Midfielder,5,"M&nbsp;(L),&nbsp;F&nbsp;(C)",0.11,0.11,27.87,6.56,0.08,7.0,0.19,0.19,19.44,3,43.0,25.0,48.0,3.0,1.0,W. Zaha
29,79.0,Marcos Alonso,Spain,https://www.sportsbase.io/images/people/3950.png,Chelsea,https://www.sportsbase.io/images/clubs/471.png,37.5,Chelsea FC,England,GB,"D,<BR />DM (L)",Marcos Alonso,1430,4,0,4,2,6,18,15,3,1431.0,0.0,0.0,86.36,0.13,5.85,,4.21,0.0,1.13,0.95,1.01,1.26,1.64,1.89,0.5,3.96,17.05,17.11,0.69,0,0,56.48,82.41,0.69,2.0,7.1,3.0,2.0,ES,https://www.footballcritic.com/marcos-alonso/profile/3950,https://www.footballcritic.com/chelsea-fc/squad/471,https://www.footballcritic.com/spain/area-info/176,18,Alonso Mendoza,Full back,3,"D,&nbsp;DM&nbsp;(L)",0.25,0.25,26.67,13.33,0.13,6.0,0.38,0.38,31.25,5,54.0,59.0,54.0,2.0,2.0,M. Alonso
28,78.0,Lewis Dunk,England,https://www.sportsbase.io/images/people/3964.png,Brighton,https://www.sportsbase.io/images/clubs/510.png,16.67,Brighton & Hove Albion FC,England,GB,D (C),Dunk,3231,9,0,3,3,9,36,36,0,3231.0,0.0,0.0,74.32,0.03,6.85,,0.03,0.0,1.4,0.53,0.53,1.5,3.43,0.86,0.28,9.22,8.39,9.19,0.14,0,1,61.73,86.78,0.14,2.0,6.8,0.0,0.0,GB,https://www.footballcritic.com/lewis-dunk/profile/3964,https://www.footballcritic.com/brighton-hove-albion-fc/squad/510,https://www.footballcritic.com/england/area-info/68,50,Dunk,Defender,2,D&nbsp;(C),0.08,0.08,32.26,9.68,0.08,6.0,0.17,0.17,16.67,1,63.0,65.0,62.0,1.0,2.0,L. Dunk
29,75.0,Oliver Norwood,Northern Ireland,https://www.sportsbase.io/images/people/3971.png,Sheffield Utd,https://www.sportsbase.io/images/clubs/480.png,0.0,Sheffield United FC,England,GB,"M,<BR />DM (C)",Norwood,3101,8,0,1,1,13,38,37,1,3100.0,1.0,0.0,72.47,0.03,8.1,,5.75,0.0,1.04,0.47,0.93,1.49,1.11,0.5,0.17,11.32,19.11,15.47,0.14,0,1,57.31,82.12,0.29,1.0,6.7,1.0,0.0,N1,https://www.footballcritic.com/oliver-norwood/profile/3971,https://www.footballcritic.com/sheffield-united-fc/squad/480,https://www.footballcritic.com/northern-ireland/area-info/145,36,Norwood,Midfielder,5,"M,&nbsp;DM&nbsp;(C)",0.03,0.0,35.29,5.88,0.03,2.0,0.05,0.03,5.56,6,54.0,61.0,51.0,1.0,0.0,O. Norwood
28,65.0,Grant Hanley,Scotland,https://www.sportsbase.io/images/people/3977.png,Norwich,https://www.sportsbase.io/images/clubs/477.png,0.0,Norwich City FC,England,GB,D (CR),Hanley,1262,4,0,0,0,3,15,14,1,1262.0,0.0,0.0,62.47,0.0,4.0,,0.0,0.0,1.78,1.42,0.86,2.14,5.42,0.5,0.14,5.99,4.21,8.78,0.0,0,1,46.85,82.8,0.14,0.0,6.4,0.0,0.0,S1,https://www.footballcritic.com/grant-hanley/profile/3977,https://www.footballcritic.com/norwich-city-fc/squad/477,https://www.footballcritic.com/scotland/area-info/165,25,Hanley,Defender,2,D&nbsp;(CR),0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0,61.0,71.0,70.0,0.0,0.0,G. Hanley
27,64.0,Jack Robinson,England,https://www.sportsbase.io/images/people/3978.png,Sheffield Utd,https://www.sportsbase.io/images/clubs/480.png,0.0,Sheffield United FC,England,GB,D (LC),Robinson,505,0,0,0,0,1,6,6,0,505.0,0.0,0.0,62.02,0.18,5.53,,1.07,0.0,1.96,0.71,0.71,1.25,3.38,0.0,0.0,7.84,8.73,14.08,0.0,0,0,44.2,77.82,0.18,0.0,6.2,0.0,0.0,GB,https://www.footballcritic.com/jack-robinson/profile/3978,https://www.footballcritic.com/sheffield-united-fc/squad/480,https://www.footballcritic.com/england/area-info/68,11,Robinson,Full back,3,D&nbsp;(LC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.0,64.0,63.0,0.0,0.0,J. Robinson
28,60.0,Robbie Brady,Republic of Ireland,https://www.sportsbase.io/images/people/4008.png,Burnley,https://www.sportsbase.io/images/clubs/492.png,0.0,Burnley FC,England,GB,"M,<BR />DM (L)",Brady,447,1,0,1,2,5,17,5,12,446.0,0.0,0.0,53.48,0.2,7.47,,2.42,0.0,2.02,0.81,1.61,1.01,1.41,2.42,0.2,2.62,15.14,18.97,1.01,0,0,31.08,62.99,1.22,0.0,5.9,0.0,0.0,IE,https://www.footballcritic.com/robbie-brady/profile/4008,https://www.footballcritic.com/burnley-fc/squad/492,https://www.footballcritic.com/republic-of-ireland/area-info/98,10,Brady,Midfielder,5,"M,&nbsp;DM&nbsp;(L)",0.2,0.2,8.33,8.33,0.41,3.0,0.6,0.6,33.33,1,80.0,50.0,45.0,1.0,0.0,R. Brady
28,86.0,Danny Ings,England,https://www.sportsbase.io/images/people/4064.png,Southampton,https://www.sportsbase.io/images/clubs/506.png,73.33,Southampton FC,England,GB,ST (C),Ings,2815,3,0,22,2,9,38,32,6,2814.0,1.0,0.0,38.99,0.39,3.81,1.0,0.93,0.0,1.4,0.8,1.18,0.39,0.77,2.97,1.22,1.73,11.36,14.2,0.86,1,0,20.47,62.81,1.34,6.0,6.6,7.0,10.0,GB,https://www.footballcritic.com/danny-ings/profile/4064,https://www.footballcritic.com/southampton-fc/squad/506,https://www.footballcritic.com/england/area-info/68,44,Ings,Striker,8,ST&nbsp;(C),0.7,0.68,40.86,23.66,0.06,24.0,0.77,0.74,65.63,2,60.0,30.0,36.0,10.0,12.0,D. Ings
26,77.0,Eric Dier,England,https://www.sportsbase.io/images/people/4076.png,Tottenham,https://www.sportsbase.io/images/clubs/472.png,28.57,Tottenham Hotspur FC,England,GB,"DM,<BR />D (C)",Dier,1342,5,0,0,2,4,19,15,4,1341.0,0.0,0.0,72.82,0.06,3.96,1.0,0.2,0.0,1.55,0.27,1.28,1.28,3.9,0.54,0.06,7.38,8.39,13.09,0.0,0,0,60.94,80.4,0.27,0.0,6.5,0.0,0.0,GB,https://www.footballcritic.com/eric-dier/profile/4076,https://www.footballcritic.com/tottenham-hotspur-fc/squad/472,https://www.footballcritic.com/england/area-info/68,23,Dier,Defensive midfielder,4,"DM,&nbsp;D&nbsp;(C)",0.0,0.0,12.5,0.0,0.14,2.0,0.14,0.14,14.29,0,57.0,61.0,56.0,0.0,0.0,E. Dier
