Age,Ranking,Name,Nationality,Image,ClubShortName,ClubImage,Unnamed: 8,ClubName,ClubNation,ClubNation(S),Position2,FamilyName2,MinutesPlayed,YellowCard,RedCard,Goals,Assists,Clean,TournamentPlayed,GameStarted,SubstituteAppearance,MinutesPlayed2,Pen,PenSaves,TouchesP90,OffsideP90,RecovP90,LastManTackles,CrossesP90,SavesP90,GoalConP90,FouledP90,FoulsP90,InterceptP90,ClearP90,ShotsP90,TargetsP90,LongBallsP90,FinalThirdP90,PossLostP90,BlockedP90,ErrGoal,ErrChance,PassP90,PassComp%,DribblesP90,MOM,AvgRating,Decisive,First,Nationality(S),ProfileWeb,ClubProfileWeb,NationProfile,Conceded,FamilyName,Position,posNr,Position(S),GoalP90,NonPenGoalP90,ShotAcc%,ConvRate%,AssP90,G+A,ContP90,NonPenContP90,ContSpread,BChances,TacklesWon%,AerialsWon%,DuelsWon%,H,A,fifa_name
29,81.0,N'Golo Kanté,France,https://www.sportsbase.io/images/people/16688.png,Chelsea,https://www.sportsbase.io/images/clubs/471.png,20.0,Chelsea FC,England,GB,"M,<BR />DM (C)",Kanté,1733,4,0,3,0,3,22,20,2,1733.0,0.0,0.0,76.34,0.0,8.1,,1.35,0.0,1.3,0.47,2.34,2.39,1.5,0.94,0.32,3.11,19.06,13.97,0.32,1,0,58.22,84.83,1.24,0.0,6.8,0.0,1.0,FR,https://www.footballcritic.com/ngolo-kante/profile/16688,https://www.footballcritic.com/chelsea-fc/squad/471,https://www.footballcritic.com/france/area-info/76,25,Kante,Midfielder,5,"M,&nbsp;DM&nbsp;(C)",0.15,0.15,33.33,16.67,0.0,3.0,0.15,0.15,15.79,1,41.0,35.0,41.0,1.0,2.0,N. Kanté
33,80.0,Vicente Guaita,Spain,https://www.sportsbase.io/images/people/16749.png,Crystal Palace,https://www.sportsbase.io/images/clubs/508.png,0.0,Crystal Palace FC,England,GB,GK,Vicente Guaita,3150,1,0,0,0,10,35,35,0,3150.0,0.0,0.0,35.74,0.0,8.63,,0.0,3.17,1.2,0.09,0.0,0.0,1.12,0.0,0.0,18.92,4.31,12.77,0.0,1,1,25.32,50.45,0.0,4.0,6.6,0.0,0.0,ES,https://www.footballcritic.com/vicente-guaita/profile/16749,https://www.footballcritic.com/crystal-palace-fc/squad/508,https://www.footballcritic.com/spain/area-info/176,42,Guaita Panadero,Goalkeeper,1,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,91.0,86.0,0.0,0.0,V. Guaita
26,70.0,Javier Manquillo,Spain,https://www.sportsbase.io/images/people/16773.png,Newcastle,https://www.sportsbase.io/images/clubs/466.png,14.29,Newcastle United FC,England,GB,D (RL),Javi Manquillo,1599,5,0,0,1,7,21,18,3,1599.0,0.0,0.0,47.34,0.05,4.62,,2.53,0.0,1.18,0.62,1.07,1.13,2.7,0.05,0.0,3.27,6.42,12.72,0.05,0,0,26.51,75.8,0.73,0.0,6.1,0.0,0.0,ES,https://www.footballcritic.com/javier-manquillo/profile/16773,https://www.footballcritic.com/newcastle-united-fc/squad/466,https://www.footballcritic.com/spain/area-info/176,21,Manquillo Gaitan,Full back,3,D&nbsp;(RL),0.0,0.0,0.0,0.0,0.05,1.0,0.05,0.05,5.88,0,64.0,51.0,57.0,0.0,0.0,J. Manquillo
28,57.0,Borja Bastón,Spain,https://www.sportsbase.io/images/people/16783.png,Aston Villa,https://www.sportsbase.io/images/clubs/461.png,,Aston Villa FC,England,GB,S (C),Borja Bastón,16,0,0,0,0,0,2,0,2,,0.0,0.0,,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,0.0,ES,https://www.footballcritic.com/borja-baston/profile/16783,https://www.footballcritic.com/aston-villa-fc/squad/461,https://www.footballcritic.com/spain/area-info/176,0,Gonzalez Tomas,Striker,8,S&nbsp;(C),,,,,,,,,,0,,,,0.0,0.0,B. Bastón
26,84.0,Aymeric Laporte,France,https://www.sportsbase.io/images/people/16836.png,Man City,https://www.sportsbase.io/images/clubs/464.png,12.5,Manchester City FC,England,GB,D (CL),Laporte,1104,1,0,1,0,11,15,14,1,1104.0,0.0,0.0,100.76,0.0,5.54,,0.0,0.0,0.41,0.74,0.74,1.55,2.03,0.32,0.16,7.91,13.2,7.17,0.08,0,1,92.85,92.54,0.16,0.0,7.2,0.0,0.0,FR,https://www.footballcritic.com/aymeric-laporte/profile/16836,https://www.footballcritic.com/manchester-city-fc/squad/464,https://www.footballcritic.com/france/area-info/76,5,Laporte,Defender,2,D&nbsp;(CL),0.08,0.08,50.0,25.0,0.0,1.0,0.08,0.08,7.69,0,50.0,65.0,63.0,0.0,1.0,A. Laporte
26,70.0,Jonny Castro,Spain,https://www.sportsbase.io/images/people/17025.png,Wolves,https://www.sportsbase.io/images/clubs/459.png,20.0,Wolverhampton Wanderers FC,England,GB,M (L),Jonny Castro,2891,4,0,2,2,12,35,33,2,2891.0,0.0,0.0,61.33,0.06,4.92,,1.62,0.0,1.09,0.9,1.06,1.62,0.94,0.59,0.15,1.58,11.99,12.83,0.25,1,1,33.8,81.4,1.03,0.0,6.4,1.0,0.0,ES,https://www.footballcritic.com/jonny-castro/profile/17025,https://www.footballcritic.com/wolverhampton-wanderers-fc/squad/459,https://www.footballcritic.com/spain/area-info/176,35,Castro Otto,Midfielder,5,M&nbsp;(L),0.06,0.06,26.32,10.53,0.06,4.0,0.13,0.13,12.12,2,62.0,39.0,46.0,1.0,1.0,J. Castro
28,53.0,Yoshinori Mutō,Japan,https://www.sportsbase.io/images/people/17717.png,Newcastle,https://www.sportsbase.io/images/clubs/466.png,,Newcastle United FC,England,GB,ST (C),Mutō,207,0,0,0,0,1,8,2,6,207.0,0.0,0.0,28.26,1.31,3.47,,0.43,0.0,3.04,1.31,0.87,0.0,0.0,0.43,0.0,0.43,6.08,8.69,0.0,0,0,13.91,84.38,1.74,0.0,5.4,0.0,0.0,JP,https://www.footballcritic.com/yoshinori-mutc/profile/17717,https://www.footballcritic.com/newcastle-united-fc/squad/466,https://www.footballcritic.com/japan/area-info/102,7,Muto,Striker,8,ST&nbsp;(C),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66.0,14.0,48.0,0.0,0.0,Y. Mutō
27,73.0,André Gomes,Portugal,https://www.sportsbase.io/images/people/17957.png,Everton,https://www.sportsbase.io/images/clubs/473.png,0.0,Everton FC,England,GB,"DM,<BR />M (C)",André Gomes,1460,6,0,0,1,6,19,17,2,1460.0,0.0,0.0,64.11,0.0,7.46,,0.74,0.0,1.23,1.17,2.34,0.43,0.37,0.31,0.0,8.01,13.74,11.9,0.0,0,0,51.9,84.56,1.48,0.0,6.5,0.0,0.0,PT,https://www.footballcritic.com/andre-gomes/profile/17957,https://www.footballcritic.com/everton-fc/squad/473,https://www.footballcritic.com/portugal/area-info/156,20,Tavares Gomes,Defensive midfielder,4,"DM,&nbsp;M&nbsp;(C)",0.0,0.0,0.0,0.0,0.06,1.0,0.06,0.06,6.67,1,73.0,62.0,39.0,0.0,0.0,A. Gomes
25,68.0,Callum Robinson,Republic of Ireland,https://www.sportsbase.io/images/people/18648.png,Sheffield Utd,https://www.sportsbase.io/images/clubs/480.png,16.67,Sheffield United FC,England,GB,"S (C),<BR />AM (L)",Robinson,676,1,0,1,1,3,16,9,7,676.0,0.0,0.0,33.28,0.14,3.47,,2.0,0.0,0.8,0.53,1.47,0.67,0.4,1.6,0.53,1.33,8.39,10.25,0.4,0,0,18.5,82.73,0.53,0.0,5.8,0.0,0.0,IE,https://www.footballcritic.com/callum-robinson/profile/18648,https://www.footballcritic.com/sheffield-united-fc/squad/480,https://www.footballcritic.com/republic-of-ireland/area-info/98,6,Robinson,Striker,8,"S&nbsp;(C),&nbsp;AM&nbsp;(L)",0.14,0.14,33.33,8.33,0.14,2.0,0.27,0.27,20.0,1,50.0,23.0,25.0,0.0,1.0,C. Robinson
30,56.0,Ørjan Nyland,Norway,https://www.sportsbase.io/images/people/19777.png,Aston Villa,https://www.sportsbase.io/images/clubs/461.png,0.0,Aston Villa FC,England,GB,GK,Nyland,537,0,0,0,0,1,7,5,2,537.0,0.0,0.0,34.19,0.0,6.37,,0.0,2.51,2.01,0.0,0.0,0.0,0.33,0.0,0.0,17.94,5.7,13.41,0.0,0,1,25.64,50.98,0.0,0.0,5.8,0.0,0.0,NO,https://www.footballcritic.com/orjan-nyland/profile/19777,https://www.footballcritic.com/aston-villa-fc/squad/461,https://www.footballcritic.com/norway/area-info/146,12,Haskjold Nyland,Goalkeeper,1,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,Ø. Nyland
26,65.0,Emil Krafth,Sweden,https://www.sportsbase.io/images/people/20356.png,Newcastle,https://www.sportsbase.io/images/clubs/466.png,0.0,Newcastle United FC,England,GB,D (R),Krafth,1018,0,0,0,1,5,17,11,6,1018.0,0.0,0.0,47.75,0.0,3.89,,1.76,0.0,2.03,0.62,0.35,0.79,3.19,0.35,0.0,2.92,6.01,11.31,0.09,0,0,29.0,76.52,0.35,0.0,6.0,0.0,0.0,SE,https://www.footballcritic.com/emil-krafth/profile/20356,https://www.footballcritic.com/newcastle-united-fc/squad/466,https://www.footballcritic.com/sweden/area-info/184,23,Krafth,Full back,3,D&nbsp;(R),0.0,0.0,0.0,0.0,0.09,1.0,0.09,0.09,9.09,1,69.0,50.0,57.0,0.0,0.0,E. Krafth
30,72.0,Andrii Yarmolenko,Ukraine,https://www.sportsbase.io/images/people/20804.png,West Ham,https://www.sportsbase.io/images/clubs/496.png,25.0,West Ham United FC,England,GB,"AM,<BR />W (R)",Yarmolenko,986,2,0,5,1,6,23,10,13,987.0,0.0,0.0,50.25,0.73,4.46,,1.74,0.0,1.55,0.91,1.46,0.55,0.37,2.37,1.19,3.74,17.42,12.22,0.37,0,0,36.57,80.3,0.82,1.0,6.4,3.0,2.0,UA,https://www.footballcritic.com/andrii-yarmolenko/profile/20804,https://www.footballcritic.com/west-ham-united-fc/squad/496,https://www.footballcritic.com/ukraine/area-info/201,17,Yarmolenko,Winger,7,"AM,&nbsp;W&nbsp;(R)",0.46,0.46,50.0,19.23,0.09,6.0,0.55,0.55,50.0,6,61.0,24.0,38.0,4.0,1.0,A. Yarmolenko
27,79.0,Fred,Brazil,https://www.sportsbase.io/images/people/21025.png,Man Utd,https://www.sportsbase.io/images/clubs/475.png,0.0,Manchester United FC,England,GB,"DM,<BR />M (C)",Fred,2159,8,0,0,0,8,29,23,6,2159.0,0.0,0.0,90.33,0.05,9.84,,2.63,0.0,1.08,1.5,1.76,1.58,1.17,1.67,0.41,7.0,19.93,14.38,0.41,0,0,69.11,87.21,1.67,0.0,6.9,0.0,0.0,BR,https://www.footballcritic.com/fred/profile/21025,https://www.footballcritic.com/manchester-united-fc/squad/475,https://www.footballcritic.com/brazil/area-info/35,26,de Paula Santos,Defensive midfielder,4,"DM,&nbsp;M&nbsp;(C)",0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52.0,35.0,47.0,0.0,0.0,
24,79.0,Jan Bednarek,Poland,https://www.sportsbase.io/images/people/21321.png,Southampton,https://www.sportsbase.io/images/clubs/506.png,5.88,Southampton FC,England,GB,D (CR),Bednarek,3058,4,0,1,1,7,34,34,0,3058.0,0.0,0.0,60.25,0.0,4.65,1.0,0.03,0.0,1.67,0.35,0.97,2.18,5.63,0.21,0.03,7.0,5.3,12.19,0.03,3,1,44.79,75.43,0.03,0.0,6.5,0.0,1.0,PL,https://www.footballcritic.com/jan-bednarek/profile/21321,https://www.footballcritic.com/southampton-fc/squad/506,https://www.footballcritic.com/poland/area-info/155,57,Bednarek,Defender,2,D&nbsp;(CR),0.03,0.03,14.29,14.29,0.03,2.0,0.06,0.06,5.88,1,62.0,73.0,65.0,1.0,0.0,J. Bednarek
31,78.0,Martin Dúbravka,Slovakia,https://www.sportsbase.io/images/people/21626.png,Newcastle,https://www.sportsbase.io/images/clubs/466.png,0.0,Newcastle United FC,England,GB,GK,Dúbravka,3420,0,0,0,0,11,38,38,0,3420.0,0.0,0.0,34.52,0.0,7.74,,0.0,3.65,1.53,0.11,0.0,0.03,0.92,0.0,0.0,20.39,3.71,12.92,0.0,6,0,25.52,50.72,0.0,1.0,6.5,0.0,0.0,SK,https://www.footballcritic.com/martin-dubravka/profile/21626,https://www.footballcritic.com/newcastle-united-fc/squad/466,https://www.footballcritic.com/slovakia/area-info/171,58,Dubravka,Goalkeeper,1,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,93.0,0.0,0.0,M. Dúbravka
26,72.0,Dennis Praet,Belgium,https://www.sportsbase.io/images/people/22956.png,Leicester City,https://www.sportsbase.io/images/clubs/489.png,40.0,Leicester City FC,England,GB,"DM (R),<BR />AM (C)",Praet,1131,2,0,1,2,8,27,12,15,1131.0,0.0,0.0,59.92,0.08,5.89,,1.67,0.0,1.35,1.04,1.35,1.2,1.04,1.27,0.24,3.11,13.13,12.26,0.64,0,1,40.82,84.6,1.04,0.0,6.3,0.0,1.0,BE,https://www.footballcritic.com/dennis-praet/profile/22956,https://www.footballcritic.com/leicester-city-fc/squad/489,https://www.footballcritic.com/belgium/area-info/27,17,Praet,Defensive midfielder,4,"DM&nbsp;(R),&nbsp;AM&nbsp;(C)",0.08,0.08,18.75,6.25,0.16,3.0,0.24,0.24,30.0,2,54.0,32.0,47.0,1.0,0.0,D. Praet
25,76.0,Leander Dendoncker,Belgium,https://www.sportsbase.io/images/people/22963.png,Wolves,https://www.sportsbase.io/images/clubs/459.png,6.67,Wolverhampton Wanderers FC,England,GB,"M (C),<BR />D (R)",Dendoncker,2794,5,0,4,0,13,38,32,6,2793.0,0.0,0.0,53.52,0.0,4.93,1.0,0.26,0.0,1.1,0.29,0.96,1.22,1.96,0.61,0.16,3.29,5.57,8.87,0.16,1,1,41.99,83.19,0.51,2.0,6.5,3.0,2.0,BE,https://www.footballcritic.com/leander-dendoncker/profile/22963,https://www.footballcritic.com/wolverhampton-wanderers-fc/squad/459,https://www.footballcritic.com/belgium/area-info/27,34,Dendoncker,Midfielder,5,"M&nbsp;(C),&nbsp;D&nbsp;(R)",0.13,0.13,26.32,21.05,0.0,4.0,0.13,0.13,12.9,1,45.0,53.0,53.0,3.0,1.0,L. Dendoncker
29,72.0,Luka Milivojević,Serbia,https://www.sportsbase.io/images/people/22964.png,Crystal Palace,https://www.sportsbase.io/images/clubs/508.png,21.43,Crystal Palace FC,England,GB,"M,<BR />DM (C)",Milivojević,2514,12,0,3,1,8,31,28,3,2514.0,2.0,0.0,67.7,0.04,6.37,,5.23,0.0,1.36,0.96,1.76,1.4,1.32,1.11,0.32,6.8,13.36,14.75,0.36,0,4,50.37,81.81,0.29,2.0,6.4,2.0,2.0,RS,https://www.footballcritic.com/luka-milivojevic/profile/22964,https://www.footballcritic.com/crystal-palace-fc/squad/508,https://www.footballcritic.com/serbia/area-info/224,38,Milivojevic,Midfielder,5,"M,&nbsp;DM&nbsp;(C)",0.11,0.04,29.03,9.68,0.04,4.0,0.14,0.07,14.29,1,53.0,57.0,48.0,1.0,2.0,L. Milivojević
23,80.0,Youri Tielemans,Belgium,https://www.sportsbase.io/images/people/22978.png,Leicester City,https://www.sportsbase.io/images/clubs/489.png,6.25,Leicester City FC,England,GB,"AM,<BR />M (C)",Tielemans,2834,2,0,3,6,13,37,32,5,2834.0,0.0,0.0,72.12,0.04,5.9,,2.6,0.0,1.12,1.56,1.04,0.92,0.38,1.72,0.41,4.89,21.82,15.18,0.64,0,0,55.45,82.7,0.83,0.0,6.7,2.0,0.0,BE,https://www.footballcritic.com/youri-tielemans/profile/22978,https://www.footballcritic.com/leicester-city-fc/squad/489,https://www.footballcritic.com/belgium/area-info/27,35,Tielemans,Attacking midfielder,6,"AM,&nbsp;M&nbsp;(C)",0.1,0.1,24.07,5.56,0.19,9.0,0.29,0.29,18.75,7,57.0,49.0,49.0,2.0,1.0,Y. Tielemans
26,65.0,Björn Engels,Belgium,https://www.sportsbase.io/images/people/23010.png,Aston Villa,https://www.sportsbase.io/images/clubs/461.png,0.0,Aston Villa FC,England,GB,D (C),Engels,1446,1,0,1,0,2,17,15,2,1447.0,0.0,0.0,51.69,0.06,3.23,,0.13,0.0,1.99,0.32,0.32,1.8,5.17,0.5,0.06,5.91,6.09,6.97,0.0,1,2,40.18,84.21,0.06,0.0,6.1,0.0,0.0,BE,https://www.footballcritic.com/bjorn-engels/profile/23010,https://www.footballcritic.com/aston-villa-fc/squad/461,https://www.footballcritic.com/belgium/area-info/27,32,Engels,Defender,2,D&nbsp;(C),0.06,0.06,12.5,12.5,0.0,1.0,0.06,0.06,6.25,0,52.0,69.0,65.0,1.0,0.0,B. Engels
29,74.0,Christian Kabasele,Belgium,https://www.sportsbase.io/images/people/23041.png,Watford,https://www.sportsbase.io/images/clubs/511.png,0.0,Watford FC,England,GB,D (C),Kabasele,2252,2,1,0,2,7,27,26,1,2249.0,0.0,0.0,39.02,0.0,3.8,,0.0,0.0,1.36,0.56,0.88,1.49,4.92,0.36,0.04,5.64,3.65,7.72,0.2,0,0,26.33,73.56,0.32,1.0,6.3,0.0,0.0,BE,https://www.footballcritic.com/christian-kabasele/profile/23041,https://www.footballcritic.com/watford-fc/squad/511,https://www.footballcritic.com/belgium/area-info/27,34,Kabasele,Defender,2,D&nbsp;(C),0.0,0.0,11.11,0.0,0.08,2.0,0.08,0.08,8.0,1,63.0,55.0,56.0,0.0,0.0,C. Kabasele
26,70.0,Arthur Masuaku,Congo DR,https://www.sportsbase.io/images/people/23623.png,West Ham,https://www.sportsbase.io/images/clubs/496.png,0.0,West Ham United FC,England,GB,"D,<BR />DM (L)",Masuaku,933,5,0,0,1,5,17,10,7,931.0,0.0,0.0,79.46,0.0,7.25,,2.42,0.0,1.74,0.87,0.96,1.26,2.22,0.49,0.19,4.35,10.83,18.08,0.0,0,0,47.85,80.0,2.61,1.0,6.4,0.0,0.0,CD,https://www.footballcritic.com/arthur-masuaku/profile/23623,https://www.footballcritic.com/west-ham-united-fc/squad/496,https://www.footballcritic.com/congo-dr/area-info/53,18,Masuaku,Full back,3,"D,&nbsp;DM&nbsp;(L)",0.0,0.0,40.0,0.0,0.1,1.0,0.1,0.1,11.11,2,52.0,52.0,56.0,0.0,0.0,A. Masuaku
34,72.0,Roberto Jiménez,Spain,https://www.sportsbase.io/images/people/23650.png,West Ham,https://www.sportsbase.io/images/clubs/496.png,0.0,West Ham United FC,England,GB,GK,Roberto Jiménez,686,0,0,0,0,0,8,7,1,686.0,0.0,0.0,37.0,0.0,9.97,,0.0,4.73,2.23,0.14,0.0,0.0,1.31,0.0,0.0,22.04,4.46,15.62,0.0,1,0,26.63,42.36,0.0,1.0,6.4,0.0,0.0,ES,https://www.footballcritic.com/roberto-jimenez/profile/23650,https://www.footballcritic.com/west-ham-united-fc/squad/496,https://www.footballcritic.com/spain/area-info/176,17,Jimenez Gago,Goalkeeper,1,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,100.0,,0.0,0.0,R. Jiménez
30,53.0,Baye Oumar Niasse,Senegal,https://www.sportsbase.io/images/people/23936.png,Everton,https://www.sportsbase.io/images/clubs/473.png,,Everton FC,England,GB,S (C),Niasse,19,0,0,0,0,0,3,0,3,,0.0,0.0,,,,,,,,,,,,,,,,,,0,0,,,,0.0,5.7,0.0,0.0,SN,https://www.footballcritic.com/baye-oumar-niasse/profile/23936,https://www.footballcritic.com/everton-fc/squad/473,https://www.footballcritic.com/senegal/area-info/166,0,Niasse,Striker,8,S&nbsp;(C),,,,,,,,,,0,,,,0.0,0.0,B. Oumar
29,66.0,Cenk Tosun,Turkey,https://www.sportsbase.io/images/people/24106.png,Crystal Palace,https://www.sportsbase.io/images/clubs/508.png,50.0,Crystal Palace FC,England,GB,S (C),Tosun,466,0,0,2,0,3,10,4,6,466.0,0.0,0.0,34.38,0.39,2.12,,0.77,0.0,1.16,1.55,1.55,0.0,0.39,2.9,0.96,1.55,9.85,11.39,0.58,0,0,19.12,68.69,1.35,0.0,6.0,1.0,1.0,TR,https://www.footballcritic.com/cenk-tosun/profile/24106,https://www.footballcritic.com/crystal-palace-fc/squad/508,https://www.footballcritic.com/turkey/area-info/196,6,Tosun,Striker,8,S&nbsp;(C),0.39,0.39,33.33,13.33,0.0,2.0,0.39,0.39,33.33,1,51.0,23.0,35.0,1.0,1.0,C. Tosun
25,66.0,Anwar El Ghazi,Netherlands,https://www.sportsbase.io/images/people/24473.png,Aston Villa,https://www.sportsbase.io/images/clubs/461.png,30.0,Aston Villa FC,England,GB,W (RL),El Ghazi,2060,3,0,4,4,6,34,26,8,2061.0,1.0,0.0,39.47,0.52,3.28,,4.63,0.0,2.1,0.78,0.87,0.52,0.52,2.31,0.87,1.49,9.95,14.28,0.52,0,1,20.61,72.25,1.22,0.0,6.1,0.0,1.0,NL,https://www.footballcritic.com/anwar-el-ghazi/profile/24473,https://www.footballcritic.com/aston-villa-fc/squad/461,https://www.footballcritic.com/netherlands/area-info/138,48,El Ghazi,Winger,7,W&nbsp;(RL),0.17,0.14,37.74,7.55,0.17,8.0,0.35,0.31,26.92,4,52.0,35.0,40.0,4.0,0.0,A. El
24,66.0,Jaïro Riedewald,Netherlands,https://www.sportsbase.io/images/people/24479.png,Crystal Palace,https://www.sportsbase.io/images/clubs/508.png,0.0,Crystal Palace FC,England,GB,D (CL),Riedewald,762,0,0,0,0,4,17,7,10,763.0,0.0,0.0,58.74,0.0,5.66,,0.71,0.0,1.06,0.23,0.35,1.77,2.24,0.35,0.0,4.13,13.1,15.1,0.23,0,1,37.98,75.47,0.83,0.0,6.1,0.0,0.0,NL,https://www.footballcritic.com/jairo-riedewald/profile/24479,https://www.footballcritic.com/crystal-palace-fc/squad/508,https://www.footballcritic.com/netherlands/area-info/138,9,Riedewald,Defender,2,D&nbsp;(CL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,67.0,37.0,55.0,0.0,0.0,J. Riedewald
24,47.0,Richairo Živković,Netherlands,https://www.sportsbase.io/images/people/24499.png,Sheffield Utd,https://www.sportsbase.io/images/clubs/480.png,,Sheffield United FC,England,GB,"F (C),<BR />AM (R)",Živković,107,0,0,0,0,1,5,0,5,107.0,0.0,0.0,26.92,0.0,3.37,,0.84,0.0,3.37,0.84,0.84,0.0,0.0,0.84,0.0,0.84,7.57,7.57,0.84,0,0,14.3,88.24,0.0,0.0,5.5,0.0,0.0,NL,https://www.footballcritic.com/richairo-civkovic/profile/24499,https://www.footballcritic.com/sheffield-united-fc/squad/480,https://www.footballcritic.com/netherlands/area-info/138,4,Zivkovic,Striker,8,"F&nbsp;(C),&nbsp;AM&nbsp;(R)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,100.0,0.0,14.0,0.0,0.0,R. Živković
26,65.0,Jürgen Locadia,Netherlands,https://www.sportsbase.io/images/people/24775.png,Brighton,https://www.sportsbase.io/images/clubs/510.png,,Brighton & Hove Albion FC,England,GB,"F (C),<BR />W (L)",Locadia,86,0,0,0,0,1,2,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,0,0,,,,0.0,5.7,0.0,0.0,NL,https://www.footballcritic.com/jurgen-locadia/profile/24775,https://www.footballcritic.com/brighton-hove-albion-fc/squad/510,https://www.footballcritic.com/netherlands/area-info/138,0,Locadia,Striker,8,"F&nbsp;(C),&nbsp;W&nbsp;(L)",,,,,,,,,,0,,,,0.0,0.0,J. Locadia
26,67.0,Jetro Willems,Netherlands,https://www.sportsbase.io/images/people/24776.png,Newcastle,https://www.sportsbase.io/images/clubs/466.png,25.0,Newcastle United FC,England,GB,"D,<BR />DM (L)",Willems,1498,0,0,2,2,4,19,18,1,1498.0,0.0,0.0,49.02,0.06,5.65,,1.93,0.0,1.44,1.02,0.6,0.96,2.34,0.84,0.36,1.93,7.81,13.1,0.3,0,1,25.24,76.9,1.32,1.0,6.4,0.0,1.0,NL,https://www.footballcritic.com/jetro-willems/profile/24776,https://www.footballcritic.com/newcastle-united-fc/squad/466,https://www.footballcritic.com/netherlands/area-info/138,24,Willems,Full back,3,"D,&nbsp;DM&nbsp;(L)",0.12,0.12,42.86,14.29,0.12,4.0,0.24,0.24,25.0,2,53.0,57.0,60.0,1.0,1.0,J. Willems
29,73.0,Davy Pröpper,Netherlands,https://www.sportsbase.io/images/people/24837.png,Brighton,https://www.sportsbase.io/images/clubs/510.png,13.33,Brighton & Hove Albion FC,England,GB,"M,<BR />DM (C)",Pröpper,2830,4,0,1,2,8,35,32,3,2829.0,0.0,0.0,71.1,0.0,7.51,,1.18,0.0,1.47,0.58,0.99,0.95,1.12,0.93,0.25,3.75,15.94,13.49,0.32,2,1,55.86,84.11,1.43,0.0,6.5,0.0,0.0,NL,https://www.footballcritic.com/davy-propper/profile/24837,https://www.footballcritic.com/brighton-hove-albion-fc/squad/510,https://www.footballcritic.com/netherlands/area-info/138,46,Propper,Midfielder,5,"M,&nbsp;DM&nbsp;(C)",0.04,0.04,27.59,3.45,0.06,3.0,0.1,0.1,9.68,4,53.0,54.0,50.0,1.0,0.0,D. Pröpper
27,70.0,Christoph Zimmermann,Germany,https://www.sportsbase.io/images/people/25449.png,Norwich,https://www.sportsbase.io/images/clubs/477.png,0.0,Norwich City FC,England,GB,D (C),Zimmermann,1430,3,0,0,1,3,17,16,1,1431.0,0.0,0.0,54.41,0.0,4.84,1.0,0.0,0.0,1.7,0.57,0.57,1.13,5.47,0.38,0.06,7.55,4.02,9.37,0.06,0,1,41.13,79.05,0.25,0.0,6.2,0.0,0.0,DE,https://www.footballcritic.com/christoph-zimmermann/profile/25449,https://www.footballcritic.com/norwich-city-fc/squad/477,https://www.footballcritic.com/germany/area-info/80,27,Zimmermann,Defender,2,D&nbsp;(C),0.0,0.0,16.67,0.0,0.06,1.0,0.06,0.06,6.67,0,65.0,55.0,62.0,0.0,0.0,C. Zimmermann
26,70.0,Dennis Srbeny,Germany,https://www.sportsbase.io/images/people/25598.png,Norwich,https://www.sportsbase.io/images/clubs/477.png,,Norwich City FC,England,GB,"F,<BR />AM (C)",Srbeny,39,0,0,1,0,2,8,0,8,,0.0,0.0,,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,0.0,DE,https://www.footballcritic.com/dennis-srbeny/profile/25598,https://www.footballcritic.com/norwich-city-fc/squad/477,https://www.footballcritic.com/germany/area-info/80,0,Srbeny,Striker,8,"F,&nbsp;AM&nbsp;(C)",,,,,,,,,,0,,,,0.0,1.0,D. Srbeny
29,72.0,Pascal Groß,Germany,https://www.sportsbase.io/images/people/25899.png,Brighton,https://www.sportsbase.io/images/clubs/510.png,45.45,Brighton & Hove Albion FC,England,GB,"M,<BR />AM (C)",Groß,1803,4,0,2,4,6,29,22,7,1802.0,0.0,0.0,63.93,0.4,4.15,,7.29,0.0,1.6,0.6,1.25,0.45,0.3,1.45,0.4,4.39,21.67,17.93,0.5,0,0,44.2,79.21,0.3,0.0,6.3,0.0,1.0,DE,https://www.footballcritic.com/pascal-gros/profile/25899,https://www.footballcritic.com/brighton-hove-albion-fc/squad/510,https://www.footballcritic.com/germany/area-info/80,32,Gross,Midfielder,5,"M,&nbsp;AM&nbsp;(C)",0.1,0.1,27.59,6.9,0.2,6.0,0.3,0.3,27.27,10,39.0,38.0,40.0,1.0,1.0,P. Groß
